Path,Size,Modified,Age_Days,Bucket
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\PIL\__init__.py,2118,2025-04-25T19:03:52,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\PIL\__main__.py,140,2025-04-25T19:03:52,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\__init__.py,368,2025-04-25T19:04:04,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\__main__.py,878,2025-04-25T19:04:04,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\__pip-runner__.py,1494,2025-04-25T19:04:04,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\build_env.py,10554,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cache.py,10660,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\configuration.py,14407,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\exceptions.py,24380,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\main.py,352,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\pyproject.py,7331,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\self_outdated_check.py,8626,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\wheel_builder.py,12155,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\__init__.py,533,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\autocompletion.py,6862,2025-04-25T19:03:52,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\base_command.py,8969,2025-04-25T19:03:52,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\cmdoptions.py,31138,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\command_context.py,801,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\main.py,2895,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,4472,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\parser.py,11075,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,2036,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,18874,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,5277,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\status_codes.py,122,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\cli\__init__.py,136,2025-04-25T19:03:52,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\cache.py,8169,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\check.py,1836,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\completion.py,4417,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,10046,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\debug.py,6978,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\download.py,5482,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\freeze.py,3280,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\hash.py,1762,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\help.py,1173,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\index.py,4914,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\inspect.py,3280,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\install.py,29556,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\list.py,12818,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\search.py,5871,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\show.py,6608,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\uninstall.py,3999,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\wheel.py,6659,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\commands\__init__.py,4014,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\distributions\base.py,1794,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\distributions\installed.py,871,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\distributions\sdist.py,6865,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\distributions\wheel.py,1317,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\distributions\__init__.py,879,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\index\collector.py,17097,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\index\package_finder.py,38870,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\index\sources.py,8973,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\index\__init__.py,32,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\locations\base.py,2637,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\locations\_distutils.py,6181,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\locations\_sysconfig.py,7893,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\locations\__init__.py,15832,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\base.py,26609,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\pkg_resources.py,10313,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\_json.py,2711,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\__init__.py,4467,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_compat.py,1937,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_dists.py,8524,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_envs.py,7645,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\metadata\importlib\__init__.py,141,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\candidate.py,961,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\direct_url.py,7124,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\format_control.py,2564,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\index.py,1058,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\installation_report.py,2874,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\link.py,21356,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\scheme.py,769,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\search_scope.py,4775,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\selection_prefs.py,1958,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\target_python.py,4394,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\wheel.py,3692,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\models\__init__.py,65,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\auth.py,21102,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\cache.py,4041,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\download.py,6272,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\lazy_wheel.py,7848,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\session.py,19218,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\utils.py,4169,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\xmlrpc.py,1900,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\network\__init__.py,52,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\check.py,6993,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\freeze.py,10071,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\prepare.py,28858,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\__init__.py,0,2025-04-14T09:18:08,273,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\build_tracker.py,4971,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\metadata.py,1461,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py,1515,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_legacy.py,2272,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\wheel.py,1112,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py,1463,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_legacy.py,3166,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\build\__init__.py,0,2025-04-14T09:18:08,273,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py,1328,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py,28045,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\operations\install\__init__.py,53,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\req\constructors.py,19594,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\req\req_file.py,18344,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\req\req_install.py,36383,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\req\req_set.py,4823,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py,25200,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\req\__init__.py,2830,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\base.py,603,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\__init__.py,0,2025-04-14T09:18:08,273,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\legacy\resolver.py,24623,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\legacy\__init__.py,0,2025-04-14T09:18:08,273,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\base.py,5314,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\candidates.py,21649,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\factory.py,33104,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\found_candidates.py,5860,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\provider.py,10079,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\reporter.py,3180,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\requirements.py,5862,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\resolver.py,12909,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib\__init__.py,0,2025-04-14T09:18:08,273,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\appdirs.py,1717,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\compat.py,1947,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\compatibility_tags.py,5542,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\datetime.py,253,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\deprecation.py,3747,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\direct_url_helpers.py,3293,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\egg_link.py,2543,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\encoding.py,1205,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\entrypoints.py,3148,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\filesystem.py,5275,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\filetypes.py,743,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\glibc.py,3201,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\hashes.py,5269,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\logging.py,11951,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\misc.py,24406,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\models.py,1232,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\packaging.py,2165,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\setuptools_build.py,4581,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\subprocess.py,9467,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\temp_dir.py,9608,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\unpacking.py,9078,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\urls.py,1821,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\virtualenv.py,3560,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\wheel.py,4633,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\_jaraco_text.py,3460,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\_log.py,1053,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\utils\__init__.py,0,2025-04-14T09:18:08,273,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\vcs\bazaar.py,3631,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\vcs\git.py,18647,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\vcs\mercurial.py,5430,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\vcs\subversion.py,12053,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\vcs\versioncontrol.py,23492,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_internal\vcs\__init__.py,611,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\six.py,35547,2025-04-25T19:04:04,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\typing_extensions.py,114202,2025-04-25T19:04:04,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\__init__.py,5114,2025-04-25T19:04:04,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\adapter.py,6553,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\cache.py,2026,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\controller.py,18878,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\filewrapper.py,4411,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\heuristics.py,4982,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\serialize.py,7379,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py,1460,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py,1807,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py,704,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py,5533,2025-04-25T19:03:54,261,180-365d
archive\cleanup_2026-01-11\agent_workspaces\agent_workspaces\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py,1434,2025-04-25T19:03:54,261,180-365d
